comment_id,comment,article_id,article_title,article_url,reply_id,reply,CQ1,CQ2,CQ3,RQ1,outlet,bias_score,reliability_score,bias_class,reliability_class,overall_reliability,overall_bias,polarity_strength
1404796572739817479,"What’s with using the term laughably? You find it funny a cop was beating to death? You are a cultist in a religion of hate, “sweetheart.” Laughably must be your new English vocabulary word of the week, you can’t even use correctly. ",1404619754330001409,"Doctor, Lawyer, Insurrectionist: The Radicalization of Simone Gold",https://www.motherjones.com/politics/2021/05/doctor-lawyer-insurrectionist-the-radicalization-of-simone-gold/,1404797042107555840,"You keep chasing an argument you can't win. You're unable to refute that laughably writes 'insurrection' when no charges of insurrection have been filed against the Capitol protesters. You are a cultist in a religion of hate, ""sweetheart"".",yes,yes,support,G,Mother Jones,-14.33,32.67,skews left,"reliable, analysis/fact reporting",39.47,-15.57,0.7612178169561578
1326903287585648640,Oooohhh! A cease-fire! Nah. Fuck that. The Trumpty-Dumbties are scum with blood on their hands.,1326899903470055425,Op-Ed: Let’s Defend Democracy Now & Fight With Each Other Later,https://www.meidastouch.com/post/lets-defend-democracy-now-fight-with-each-other-later,1326910807330983939,He is advocating that the Dems don't fight with each other until the walking dumpster fire is out of the White House...nothing about attacking the GOP death cult.,yes,yes,support,C,Meidas Touch,-28.0,22.11,hyper-partisan left,"mixed reliability, opinion or other issues",26.77,-21.31,0.9753043207343773
1324537505702678528,"Twitter for Nazis, Q-tards, and other assorted right wing morons",1324524291468251138,Maria Bartiromo Pushes Debunked Election Conspiracy Theories,https://www.mediaite.com/tv/fox-anchor-maria-bartiromo-pushes-multiple-debunked-conspiracy-theories-about-election-results/,1327269780919902210,i went to parler and started a profile of a famous repub senator and these dumb bastards think im real been stacking up followers for 3 days without following back they think im real lmao im going to have so much fun with this,yes,yes,support,D,MEDIAite,-10.33,53.0,skews left,"reliable, analysis/fact reporting",39.28,-11.31,0.9959020429665851
1327588985078767616,True. But is a complete shilling moron......,1327446314418917376,Tucker Carlson Issues Apology for Dead Georgia Voter Claim,https://www.mediaite.com/election-2020/tucker-carlson-issues-on-air-apology-after-touting-now-debunked-trump-claim-of-dead-georgia-voter/,1327600333078622208,After 8pm the far-right Hollywood wannabes come out. Although I have to say that in the last day or so and seem to have backed off from the conspiracy theories and appear resigned to the facts.,yes,yes,support,F,MEDIAite,-7.33,45.33,skews left,"reliable, analysis/fact reporting",39.28,-11.31,0.9834094910350073
1408138744524206082,Scamdemic plandemic hoax,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408144653321347074,What you are saying is every country is dumb enough to believe this “hoax” ? ,yes,yes,support,"I,E",LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408159479208701955,They will… trump led thousands of his supporters to death last you. Good you were smart enough to protect yourself. Watch what happens in the fall. The more republicans pass away- the better off our country will be.,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408160575775981569,So true. Although whenever I post something along those lines I get suspended.,yes,yes,oppose,F,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408165543216037889,Thanks for sharing. Now please crawl back up into TFG's a hole.,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408171153395314688,If they don’t like your comment- they give you a notice that asks you if you really meant to say what you did. If you ignore it and post anyway- they suspend you. I didn’t get a warning or I would have reframed my comment.,yes,yes,oppose,"H,E",LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408175825090879488,Eat a dick!,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408251855180746754,You're wasting keystrokes on Qaren. Her feed is nothing but covidiocy.,yes,yes,support,C,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408299340330844161,Well all white ppl are superior to minorities. Just sayin. I do believe anyone can be prejudice or discriminated.,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408635170291294211,"That’s bull shit. No one is better or worse simply based off their skin color. As a whole, while people have ABSOLUTELY been more privileged throughout history. And that needs to change. It never should have been a thing in the first place. But I strongly disagree that ALL —",yes,yes,support,C,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408330783576657922,"Try to keep up, moron.",1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408395157926551552,I got a magic bullet and it vibrates. It also likes to heat up randomly,yes,yes,support,F,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408380974472171524,"There r idiots in California who don't/won't believe this Good! Do us all a favor. Minimalize covid again, or con't to believe covid never existed Do not waste a vaccine on yourself or you family If you do get the virus and if you die ... (yawn .. something..something)",1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408533305180426242,You may have my shot. Kisses.,yes,yes,support,A,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408519965712470019,Hitting kids hard with that 99.99% survival rate? You sound like a racist tbh,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408524876139274245,"You mean being white isn't the cure to covid, who would've thought Seems like identity politics and race blaming is just becoming the norm, so much for an egalitarian society...",yes,yes,support,E,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408558691352256517,Or by choosing to be infected by a laboratory experiment from a communist country . Choose your side USA or China led by a tyrant .,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408621955591274503,Did you even look it up?,yes,yes,support,B,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408661634537582601,", sure dumb dumb, 1 in 4 where the hell did get that stupid number, pseudoscience America. Stfu.",1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408662131227074563,It’s been my job to put the dead bodies in the morgue for the last year. I guarantee you couldn’t do that,yes,yes,support,E,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408783424966598663,Long covid is fake. It’s just mentally ill libs with hypochondria.,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408820447966281731,100% a real thing,yes,yes,support,E,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1409174704607285249,Whatever you have to tell yourself about me to put me into a little box in your world. I'm latino so just assume I also own a Sombrero and take siestas like a lazy Mexican.,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1409174779609841664,Lol. That’s not what you said. You said “there is no solid count on how many people have antibodies” and I gave you source and a solid count of at minimum 166 million+.,yes,yes,support,"B,H",LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1409310357575790597,now fuck off,1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1409320888596516864,LOL,yes,yes,support,F,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1409979114333741056,"Thank you! It was likely you or another uneducated, backwards fool who went out without a mask and infected a 32 yr old family member. He left behind 2 young children",1408098560504000516,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1411021985316962304,I’m vaccinated. I don’t spread COVID. I follow the science- the CDC says masks are not needed.,yes,yes,unrelated,H,LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.9095276976577804
1408290519063482372,Stick your vaccine up your ass,1408289856799784961,Delta variant is spreading in California as COVID-19 battle enters an uncertain phase,https://www.latimes.com/california/story/2021-06-24/covid-19-delta-variant-spread-california-how-bad-is-it,1408295413753409536,LMAO,yes,yes,support,"A,F",LA Times,-1.33,47.33,skews left,"reliable, analysis/fact reporting",45.26,-7.27,0.7055385333202211
1346982671117910017,A woman was murdered at the Capital. Donald J Trump Domestic Terrorists!,1346950436599824384,Assault on democracy: Sen. Josh Hawley has blood on his hands in Capitol coup attempt,https://www.kansascity.com/opinion/editorials/article248317375.html,1347000625029021698,What a bunch of freaks lol,yes,yes,support,G,Kansas City Star,-12.0,29.0,skews left,"reliable, analysis/fact reporting",43.28,-6.26,0.7755057091866162
1346998823600742408,Projecting his own low life scum as Antifa. He knows how to fund raise off of the mentally challenged,1346950436599824384,Assault on democracy: Sen. Josh Hawley has blood on his hands in Capitol coup attempt,https://www.kansascity.com/opinion/editorials/article248317375.html,1347027163573350403,Absolutely agree. No rest for the wicked.,yes,yes,support,C,Kansas City Star,-12.0,29.0,skews left,"reliable, analysis/fact reporting",43.28,-6.26,0.7755057091866162
1300442623656693761,"This denouncement doesn't count, right? Because Biden isn't saying it personally? Isn't saying it personally on a livestream while masturbating furiously in a public restroom stall to a picture of Hitler's charred corpse?",1300405127464058882,Trump campaign accepts donations from neo-Nazi leader,https://popular.info/p/trump-campaign-accepts-donations,1300443107314417664,It's standard for campaigns. No excuse!,yes,yes,support,F,Popular Information,-18.25,28.0,skews left,"reliable, analysis/fact reporting",40.25,-14.96,0.9935711247447859
1300454428164620290,"Yikes. ""Let's exterminate the Jews and minorities because another country had an uprising 20 years ago""",1300405127464058882,Trump campaign accepts donations from neo-Nazi leader,https://popular.info/p/trump-campaign-accepts-donations,1300523194764398592,That is your take on what he said? You are an imbecile.,yes,yes,support,G,Popular Information,-18.25,28.0,skews left,"reliable, analysis/fact reporting",40.25,-14.96,0.9935711247447859
1300833051690270721,Wow 2 whole thousand!!! WOW. You have become a real reporter! Wow. How much is Biden getting from BLM which is fomenting riots and burning black communities to the ground? But you go get all the facts you brave gum-shoe way to finally take a stand against Trump!,1300786747496894467,Trump campaign accepts donations from neo-Nazi leader,https://popular.info/p/trump-campaign-accepts-donations,1300853976892616705,So you are on the record saying taking money from Nazis is OK?,yes,yes,support,F,Popular Information,-18.25,28.0,skews left,"reliable, analysis/fact reporting",40.25,-14.96,0.9897915786760233
1300870342265708544,"They take money from China, Saudi Arabia, Ukraine, Russia, ACLU, BLM What the fuck is the difference between taking money from evil foreign governments, marxists, or nazis? Fucking Zilch... Xi-lch.",1300786747496894467,Trump campaign accepts donations from neo-Nazi leader,https://popular.info/p/trump-campaign-accepts-donations,1300872150761508866,So the Nazis are the same thing? Are you sure you want to die on that hill?,yes,yes,support,G,Popular Information,-18.25,28.0,skews left,"reliable, analysis/fact reporting",40.25,-14.96,0.9897915786760233
1332538014212427780,Trump shit Orange diarrhea into your head and that’s what you are now using for a brain,1332473384798728195,Milwaukee County presidential recount wraps up with Biden adding to his margin over Trump,https://www.jsonline.com/story/news/politics/elections/2020/11/27/milwaukee-county-recount-wraps-up-biden-adding-his-margin/6428186002/,1332547537694289920,You are in panic mode,yes,yes,oppose,E,Milwaukee Journal Sentinel,-2.67,49.0,skews left,"reliable, analysis/fact reporting",46.97,-7.89,0.9775503607637472
1332561750680547330,He is supported by literally zero patriotic Americans. And he’s a lazy piece of shit who robbed the taxpayers while playing gold and watching TV while accomplishing nothing for the people,1332473384798728195,Milwaukee County presidential recount wraps up with Biden adding to his margin over Trump,https://www.jsonline.com/story/news/politics/elections/2020/11/27/milwaukee-county-recount-wraps-up-biden-adding-his-margin/6428186002/,1332777868716339200,lmao wrong,yes,yes,support,F,Milwaukee Journal Sentinel,-2.67,49.0,skews left,"reliable, analysis/fact reporting",46.97,-7.89,0.9775503607637472
1404828356290310144,and yet trump is still a larger piece of shit that isnt news either,1404827287392964609,Dems Didn’t Aid Struggling Homeowners in 2008. Trump Reaped the Rewards.,https://jacobinmag.com/2021/06/2008-financial-crisis-foreclosures-obama-trump-cramdowns,1404836719212457989,It’s better for the millions of people who lost their homes under Obama’s negligence because he is cuter and more hip than Trump. Got it!,yes,yes,support,D,Jacobin,-16.33,34.0,hyper-partisan left,"generally reliable, analysis or other issues",31.77,-21.79,0.9152639886288177
1354610910103445508,"No, just like Nazi is bad, a Communist is worse.",1354425478992551937,Why I Separated My Indian Identity from My Hindu Identity,https://www.harpersbazaar.com/culture/politics/a35321103/separating-indian-hindu-identities/,1354611356851310594,Nazis are also entitled to their personal beliefs as long as they don’t act on them.,yes,yes,support,F,Harper’s Bazaar,-7.0,42.67,skews left,"reliable, analysis/fact reporting",43.83,-6.81,0.19341583527412343
1354617066511233025,In PTs words Another brown retard trying to destroy the religion of the natives in order to please white masters,1354425478992551937,Why I Separated My Indian Identity from My Hindu Identity,https://www.harpersbazaar.com/culture/politics/a35321103/separating-indian-hindu-identities/,1354625689803247616,Did you forget his handle ? Is that why you didn’t tag him,yes,yes,support,B,Harper’s Bazaar,-7.0,42.67,skews left,"reliable, analysis/fact reporting",43.83,-6.81,0.19341583527412343
1354675668450086918,Hinduism = brahminical patriarchy = caste system = evil. That’s been her backward evolution of her understanding. And she talks about islamophobia in the same breath ,1354425478992551937,Why I Separated My Indian Identity from My Hindu Identity,https://www.harpersbazaar.com/culture/politics/a35321103/separating-indian-hindu-identities/,1355963678101811201,"IN FRANCE. ISLAMOPHOBIA IS INSTITUTIONALIZED AT ALL LEVELS. THERE ARE ADVISORY CORPORATIONS THAT SUSTAIN SUCH CRIMINALITY: MCKINSEY PARIS, BCG PARIS, BAIN PARIS, EMERTON, WEEM, ROLAND BERGER, ADVENTION BUSINESS PARTERS.... AS WELL AS, THE MEDEF. CRIMINALITY IS AT ALL LEVELS.",yes,yes,support,H,Harper’s Bazaar,-7.0,42.67,skews left,"reliable, analysis/fact reporting",43.83,-6.81,0.19341583527412343
1351677892174913537,Rand Paul?? That guy? That Trump apologist- that shitstain of a man?,1351629961413713922,The New Domestic War on Terror is Coming,https://greenwald.substack.com/p/the-new-domestic-war-on-terror-is,1351680922471583744,Uh...yeah?,yes,yes,support,E,Glenn Greenwald,0.33,36.0,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.335471010358592
1351687306738974721,"Praise Donald trump and basically you are endorsing criminality, nepotism, authoritarianism, corruption, white nationalism, lies, fraud, bigotry, homophobia, etc. those things ARE Donald Trump. That’s all there is to Trump.",1351629961413713922,The New Domestic War on Terror is Coming,https://greenwald.substack.com/p/the-new-domestic-war-on-terror-is,1351715438401622017,Those are all trump..... According to the Left. Echo chambers are fun.,yes,yes,support,E,Glenn Greenwald,0.33,36.0,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.335471010358592
1352002408713506816,"Eat it, bent MAGAt.",1351629961413713922,The New Domestic War on Terror is Coming,https://greenwald.substack.com/p/the-new-domestic-war-on-terror-is,1352010487697838080,Everyone is a maga person because they think Marcy is a fool? Stfu ,yes,yes,support,"F,D",Glenn Greenwald,0.33,36.0,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.335471010358592
1349162877458911232,"Republicans are, as always, whiny bitches.",1349006189812731906,"How Silicon Valley, in a Show of Monopolistic Force, Destroyed Parler",https://greenwald.substack.com/p/how-silicon-valley-in-a-show-of-monopolistic,1349250408070275072,“Yeah but racists who want to kill people can’t AFFORD to start a server to create a platform that allows them to do it! Think of the implications!”,yes,yes,support,"A,F",Glenn Greenwald,-2.0,35.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9918450924108387
1349185582442934274,"it's evident that you've been guzzling the water in Flint, MI &amp; have some major cognitive damage. i remain hopeful that when society is transformed to more beneficially distribute our resources, even you will get the treatment and support to overcome your unfortunate limitations",1349006189812731906,"How Silicon Valley, in a Show of Monopolistic Force, Destroyed Parler",https://greenwald.substack.com/p/how-silicon-valley-in-a-show-of-monopolistic,1349248063165116416,were you among those entering the capitol or are you just the regular hatemonger.,yes,yes,support,F,Glenn Greenwald,-2.0,35.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9918450924108387
1354176519720067073,"Biden supported the Iraq War too. And by the looks of it, Obama loves destroying majority brown/black countries in the Middle East (Syria, Libya, Yemen, Somalia, Nigeria, Pakistan, Iraq, Afghanistan)",1354167751246540808,"Reflecting the Authoritarian Climate, Washington Will Remain Militarized Until At Least March",https://greenwald.substack.com/p/reflecting-the-authoritarian-climate,1354187392241061888,Lol okay ..,yes,yes,support,D,Glenn Greenwald,14.33,35.0,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9701348400840252
1336851525881245698,I see a bigger grin on your face. It's bigger than on low grade GOP Trump supporters. It can get you just a few appearance on Tucker's show (your biggest achievement) but won't take you far.,1336831791336984576,The Hunter Biden Criminal Probe Bolsters a Chinese Scholar's Claim About Beijing's Influence With the Biden Administration,https://greenwald.substack.com/p/the-hunter-biden-criminal-probe-bolsters,1336901688662384641,Tell Homeland security that lol,yes,yes,support,C,Glenn Greenwald,14.0,26.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9703299876858601
1336867854595969024,If enters the White house... Chinese Mission will complete... Chinese communists will be running the govt behind the curtain America will no longer remain America. It will be another colony of China Ultimate Dream of Mao will be completed,1336831791336984576,The Hunter Biden Criminal Probe Bolsters a Chinese Scholar's Claim About Beijing's Influence With the Biden Administration,https://greenwald.substack.com/p/the-hunter-biden-criminal-probe-bolsters,1337564464195883008,"LOL, you must be another Trumper. Too bad your guy lost ",yes,yes,unrelated,D,Glenn Greenwald,14.0,26.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9703299876858601
1336900849411428356,So what? Also don’t talk to me. I’m not about to listen to a fucking commie try to convince me that the commies are the good guys. Go to your commie version of Stormfront for that shit.,1336831791336984576,The Hunter Biden Criminal Probe Bolsters a Chinese Scholar's Claim About Beijing's Influence With the Biden Administration,https://greenwald.substack.com/p/the-hunter-biden-criminal-probe-bolsters,1336903945768366080,"U replied to me. Not the other way around. So what U ask?? We wouldn't have had ""The New Deal"" without the popular American Communist Party pushing FDR.",yes,yes,support,G,Glenn Greenwald,14.0,26.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9703299876858601
1336908052411330562,"I wasn’t talking to you, but about you and the shameful fact you boast of being a communist. The Communist Party is banned in Russia. Commies are not popular, they’re genocidal. Fuck off.",1336831791336984576,The Hunter Biden Criminal Probe Bolsters a Chinese Scholar's Claim About Beijing's Influence With the Biden Administration,https://greenwald.substack.com/p/the-hunter-biden-criminal-probe-bolsters,1336910110770290691,"The communist party is alive and kicking in Russia. Putin, which I greatly admire, is not a communist, but he shows respect for all 7 political parties of Russia.",yes,yes,unrelated,"H,A",Glenn Greenwald,14.0,26.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9703299876858601
1332712176759558144,Somehow?!! What exactly do you believe in? Tax cuts for trump? White supremacy? Ignorant conspiratorial rants? Disenfranchisement of people of color? Appeasing Putin? Lying? Cheating? Stealing? Kidnapping children?,1332707437191852033,Rep. Ilhan Omar’s Misguided Defense of John Brennan and The Logan Act: a Dangerous and Unconstitutional Law,https://greenwald.substack.com/p/rep-ilhan-omars-misguided-defense,1332720032665788422,"Do you think John Kerry should be criminally prosecuted for conducting shadow diplomacy with Iran during the Trump administration, under the guise of representing US policy while not a government official?",yes,yes,support,F,Glenn Greenwald,9.33,34.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7564378734506775
1332718918071357441,There is no question that your brain is broken and you are one of the dumbest people ever to use the internet.,1332707437191852033,Rep. Ilhan Omar’s Misguided Defense of John Brennan and The Logan Act: a Dangerous and Unconstitutional Law,https://greenwald.substack.com/p/rep-ilhan-omars-misguided-defense,1332719009695997952,Glenn. Thanks for cutting through politics and calling out astounding Bs. Guess that’s why you left the BC we know hacks like will parrot and support any thing that she says. Even if it’s wrong and Astounding hypocrisy,yes,yes,support,E,Glenn Greenwald,9.33,34.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7564378734506775
1332746615556280323,"A bunch of caking eating, spoon fed idiots who think that they are saving the world by virtue signaling and voting for people based on skin color and other bs. You people are disgusting. You are all scum",1332707437191852033,Rep. Ilhan Omar’s Misguided Defense of John Brennan and The Logan Act: a Dangerous and Unconstitutional Law,https://greenwald.substack.com/p/rep-ilhan-omars-misguided-defense,1332778460457132033,Man you are a total dipshit,yes,yes,support,"I,F",Glenn Greenwald,9.33,34.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7564378734506775
1332783587016531972,HA! that’s not what GG does. He’s made it clear to any1 w a functioning  stem that he is a 24/7 Trumpian RightWing Talking Point peddler &amp; Gaslighter who twists himself into a  to blame Dems for GOP crimes. That’s what you call a “fraud” with a sleazy GOP agenda.,1332707437191852033,Rep. Ilhan Omar’s Misguided Defense of John Brennan and The Logan Act: a Dangerous and Unconstitutional Law,https://greenwald.substack.com/p/rep-ilhan-omars-misguided-defense,1332835819065921538,Brennan is a hack,yes,yes,support,"D,E",Glenn Greenwald,9.33,34.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7564378734506775
1333438138241302528,This is where I pretend to give a rat's rear end about what your average sh*tLib thinks.,1332707437191852033,Rep. Ilhan Omar’s Misguided Defense of John Brennan and The Logan Act: a Dangerous and Unconstitutional Law,https://greenwald.substack.com/p/rep-ilhan-omars-misguided-defense,1333439762787602435,"A second ago you said neither of them said anything about him, sounds to me like you make a lot of statements without knowing what you are talking about",yes,yes,support,F,Glenn Greenwald,9.33,34.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7564378734506775
1358497152981495815,Hell yeah - thanks for reminding us that you Gigi are a misogynist and swimming in the same red-brown soup as your racist buddy Jimmy ,1358460871584923650,The Journalistic Tattletale and Censorship Industry Suffers Several Well-Deserved Blows,https://greenwald.substack.com/p/the-journalistic-tattletale-and-censorship,1358514877719998469,No thanks to *you* for being a class A rando dummy w/a particular fixation on certain leftists &amp; Greenwald. ''Gigi''? You are a disgusting 'human being'.,yes,yes,support,C,Glenn Greenwald,16.0,35.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9524232803684781
1358517631138037765,Hey AOC I know I conspired to have you killed but do you want to take a photo opp with me?,1358460871584923650,The Journalistic Tattletale and Censorship Industry Suffers Several Well-Deserved Blows,https://greenwald.substack.com/p/the-journalistic-tattletale-and-censorship,1358689627440205824,"Right?! Hey AOC, give me the unity the GOP needs to avoid responsibility for Jan. 6th by ignoring my part in riling these people up. I’ll even claim to care about an issue you tweeted about!",yes,yes,oppose,E,Glenn Greenwald,16.0,35.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9524232803684781
1358538855645904900,"this isn’t true. she heard something that many others did as well, got the correct info, and added that. you’re just being a dick to encourage targeted harassment against a woman. what’s your dysfunction, dude?",1358460871584923650,The Journalistic Tattletale and Censorship Industry Suffers Several Well-Deserved Blows,https://greenwald.substack.com/p/the-journalistic-tattletale-and-censorship,1359267082882400259,"So...she's inoculated against criticism because she's a woman? Did you miss the part of his article where he also cited men doing the same tattling? But you're missing the larger point, which is; who the fuq is/are she/they to be the Internet's self-appointed hall monitor?",yes,yes,oppose,B,Glenn Greenwald,16.0,35.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9524232803684781
1358539452767952904,You’re an imbecile and should keep your opinions to yourself so as you don’t remind us how much of an imbecile you are,1358460871584923650,The Journalistic Tattletale and Censorship Industry Suffers Several Well-Deserved Blows,https://greenwald.substack.com/p/the-journalistic-tattletale-and-censorship,1358544680703561728,"You’re a war criminal, Pepe.",yes,yes,support,"F,D",Glenn Greenwald,16.0,35.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9524232803684781
1359267285203116033,"I think I met you in the the CHAZ. Were you that weird looking white guy with your dad's Misfits hoodie, the fat &amp; shrill white girl, the other white guy with convictions for molesting children, or were you one of those white mathletes learning to use tools for the 1st time?",1358460871584923650,The Journalistic Tattletale and Censorship Industry Suffers Several Well-Deserved Blows,https://greenwald.substack.com/p/the-journalistic-tattletale-and-censorship,1359781354007711746,"oh man it was such a joy to watch qanon get the cold splash to the face that was realizing theyve been professionally lied to, and its gonna be even better watching clowns like you continuing to be extremely Not Mad as all your propagandists and their grifts keep falling apart",yes,yes,support,E,Glenn Greenwald,16.0,35.67,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.9524232803684781
1367919564995125256,Nice crap collection. You yourself are systemically racist tip to toes. Also prolly a healthy misogynist too. Go lecture your unfortunate pets. And get bent too.,1367912425970864134,"As the Insurrection Narrative Crumbles, Democrats Cling to it More Desperately Than Ever",https://greenwald.substack.com/p/as-the-insurrection-narrative-crumbles,1367920289590476808,And your blind willingness to believe anything the TV tells you ...personal responsibility goes both ways.,yes,yes,support,"C,H",Glenn Greenwald,20.0,30.0,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7516290786776654
1367966333695098884,Yeah and I'm fully aware that Vauch is a stupid fucking greaseball who let his integrity go. I still fail to see how it is even remotely relevant aside from just pointing fingers (or drawing comparisons to himself hahagoteem.) Greenwald is digging his own grave here my dude.,1367912425970864134,"As the Insurrection Narrative Crumbles, Democrats Cling to it More Desperately Than Ever",https://greenwald.substack.com/p/as-the-insurrection-narrative-crumbles,1367968864999530496,"How do you watch twelve and a half minutes of pure hate and extreme personal attacks and reprimand Glenn for saying ""blobby""?",yes,yes,support,E,Glenn Greenwald,20.0,30.0,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7516290786776654
1368012560855937024,"Brah, what’s it like to be a beta? Do the chicks fall for your bullshit?",1367912425970864134,"As the Insurrection Narrative Crumbles, Democrats Cling to it More Desperately Than Ever",https://greenwald.substack.com/p/as-the-insurrection-narrative-crumbles,1368025132942376960,Andrew Cuomo should be investigated and face criminal penalties for any crimes he may have committed. I don’t think that’s a controversial position.,yes,yes,support,G,Glenn Greenwald,20.0,30.0,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7516290786776654
1368351193978654720,"Transphobe defending a transphobic ass clown, I’m not surprised",1367912425970864134,"As the Insurrection Narrative Crumbles, Democrats Cling to it More Desperately Than Ever",https://greenwald.substack.com/p/as-the-insurrection-narrative-crumbles,1368367459531694082,seems like sarcasm to me dude  just look at the clip he linked!,yes,yes,support,C,Glenn Greenwald,20.0,30.0,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7516290786776654
1368359264608133125,Vaush is a spineless coward and a pedophile besides.,1367912425970864134,"As the Insurrection Narrative Crumbles, Democrats Cling to it More Desperately Than Ever",https://greenwald.substack.com/p/as-the-insurrection-narrative-crumbles,1368373274447593473,Care to provide proof of the pedophile claim?,yes,yes,oppose,"D,C",Glenn Greenwald,20.0,30.0,skews right,"generally reliable, analysis or other issues",36.42,10.91,0.7516290786776654
